default|education|contact|marital|poutcome|housing|loan|month|job|balance|day_of_week|campaign|age|pdays|previous|duration|y
no|secondary|unknown|married|unknown|no|no|may|blue-collar|325|12|2|35|-1|0|592|no
no|secondary|unknown|single|unknown|yes|no|may|services|123|12|3|27|-1|0|105|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|-25|12|2|42|-1|0|62|no
no|secondary|unknown|married|unknown|yes|no|may|technician|66|12|8|40|-1|0|29|no
no|primary|unknown|married|unknown|yes|yes|may|blue-collar|0|12|4|31|-1|0|59|no
no|tertiary|unknown|married|unknown|yes|no|may|technician|409|12|3|29|-1|0|247|no
no|secondary|unknown|married|unknown|no|no|may|technician|4785|12|4|49|-1|0|160|no
no|primary|unknown|divorced|unknown|yes|no|may|retired|121|12|7|59|-1|0|144|no
no|tertiary|unknown|married|unknown|yes|no|may|management|0|12|4|37|-1|0|346|no
no|unknown|unknown|married|unknown|yes|no|may|blue-collar|231|12|2|60|-1|0|57|no
no|secondary|unknown|single|unknown|yes|no|may|technician|1135|12|3|25|-1|0|396|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|-201|12|4|28|-1|0|286|no
no|secondary|unknown|single|unknown|yes|no|may|services|-278|12|3|40|-1|0|400|no
no|tertiary|unknown|single|unknown|yes|no|may|technician|16|12|4|43|-1|0|282|no
yes|primary|unknown|married|unknown|yes|no|may|blue-collar|-283|12|4|51|-1|0|38|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|-103|12|4|28|-1|0|252|no
no|primary|unknown|married|unknown|no|no|may|management|113|12|3|54|-1|0|76|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|194|12|7|37|-1|0|566|no
no|tertiary|unknown|married|unknown|yes|no|may|self-employed|247|12|2|35|-1|0|167|no
yes|tertiary|unknown|divorced|unknown|no|yes|may|management|-402|12|2|26|-1|0|127|no
no|secondary|unknown|single|unknown|yes|no|may|services|-40|12|2|55|-1|0|178|no
no|secondary|unknown|married|unknown|yes|no|may|unemployed|3867|12|2|57|-1|0|71|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|36|12|2|39|-1|0|109|no
no|tertiary|unknown|married|unknown|yes|yes|may|services|2167|12|2|36|-1|0|120|no
no|tertiary|unknown|single|unknown|yes|no|may|management|243|12|3|35|-1|0|102|no
no|primary|unknown|married|unknown|yes|yes|may|blue-collar|2|12|2|33|-1|0|409|no
no|secondary|unknown|single|unknown|yes|no|may|services|737|12|2|40|-1|0|117|no
no|secondary|unknown|married|unknown|no|no|may|technician|286|12|4|31|-1|0|177|no
no|tertiary|unknown|single|unknown|no|no|may|management|311|12|2|32|-1|0|757|yes
no|tertiary|unknown|single|unknown|yes|no|may|management|541|12|1|27|-1|0|145|no
no|secondary|unknown|single|unknown|yes|no|may|services|2963|12|1|31|-1|0|124|no
yes|secondary|unknown|single|unknown|yes|no|may|blue-collar|-871|12|4|28|-1|0|36|no
no|secondary|unknown|divorced|unknown|yes|yes|may|blue-collar|75|12|2|33|-1|0|94|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|2597|12|1|31|-1|0|189|no
no|secondary|unknown|married|unknown|yes|no|may|services|-454|12|1|25|-1|0|24|no
no|secondary|unknown|married|unknown|no|no|may|technician|0|12|2|29|-1|0|33|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|304|12|1|47|-1|0|185|no
no|primary|unknown|divorced|unknown|yes|no|may|blue-collar|220|12|1|59|-1|0|165|no
no|tertiary|unknown|single|unknown|yes|no|may|management|561|12|3|35|-1|0|405|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|211|12|2|33|-1|0|172|no
no|tertiary|unknown|single|unknown|yes|no|may|management|4509|12|3|31|-1|0|207|no
no|tertiary|unknown|single|unknown|yes|no|may|management|196|12|3|42|-1|0|325|no
no|secondary|unknown|single|unknown|yes|no|may|technician|124|12|8|26|-1|0|57|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|381|12|1|34|-1|0|102|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|184|12|3|31|-1|0|378|no
yes|unknown|unknown|single|unknown|yes|yes|may|blue-collar|-149|12|3|30|-1|0|164|no
no|unknown|unknown|married|unknown|yes|no|may|admin.|-337|12|2|54|-1|0|288|no
no|primary|unknown|single|unknown|yes|no|may|blue-collar|210|12|1|52|-1|0|154|no
no|primary|unknown|divorced|unknown|yes|yes|may|blue-collar|737|12|1|40|-1|0|102|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|75|12|2|56|-1|0|136|no
no|tertiary|unknown|single|unknown|yes|no|may|student|641|12|1|25|-1|0|53|no
no|secondary|unknown|married|unknown|yes|no|may|retired|78|12|3|60|-1|0|113|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|1558|12|3|43|-1|0|110|no
no|unknown|unknown|married|unknown|yes|no|may|entrepreneur|227|12|1|32|-1|0|523|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|602|12|1|48|-1|0|231|no
no|secondary|unknown|single|unknown|yes|no|may|self-employed|798|12|1|43|-1|0|217|no
no|secondary|unknown|married|unknown|yes|yes|may|technician|1047|12|1|37|-1|0|151|no
no|primary|unknown|divorced|unknown|yes|no|may|services|111|12|2|52|-1|0|179|no
no|secondary|unknown|single|unknown|yes|no|may|services|-439|12|1|25|-1|0|293|no
yes|tertiary|unknown|single|unknown|yes|no|may|entrepreneur|37|12|1|31|-1|0|281|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|362|12|2|35|-1|0|363|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|1|12|1|27|-1|0|86|no
no|secondary|unknown|married|unknown|yes|no|may|self-employed|304|12|2|41|-1|0|1147|no
no|secondary|unknown|single|unknown|yes|no|may|technician|-89|12|1|34|-1|0|209|no
no|secondary|unknown|married|unknown|yes|no|may|technician|276|12|1|55|-1|0|486|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|288|12|2|26|-1|0|49|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|650|12|2|36|-1|0|170|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|171|12|1|45|-1|0|539|no
no|secondary|unknown|married|unknown|yes|no|may|technician|-302|12|3|27|-1|0|66|no
no|secondary|unknown|married|unknown|no|no|may|admin.|337|12|1|31|-1|0|51|no
no|secondary|unknown|divorced|unknown|no|no|may|admin.|891|12|1|29|-1|0|820|no
no|secondary|unknown|single|unknown|yes|yes|may|blue-collar|199|12|1|26|-1|0|125|no
no|secondary|unknown|married|unknown|yes|no|may|services|997|12|1|46|-1|0|398|no
no|tertiary|unknown|married|unknown|yes|yes|may|entrepreneur|108|12|1|32|-1|0|112|no
no|tertiary|unknown|single|unknown|no|no|may|admin.|40|12|1|25|-1|0|64|no
no|primary|unknown|married|unknown|no|no|may|retired|208|12|1|54|-1|0|255|no
no|secondary|unknown|married|unknown|yes|no|may|technician|6890|12|1|31|-1|0|34|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|395|12|8|33|-1|0|95|no
no|tertiary|unknown|single|unknown|yes|no|may|technician|-214|12|3|28|-1|0|140|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|496|12|2|39|-1|0|788|no
no|secondary|unknown|married|unknown|yes|no|may|technician|183|12|2|37|-1|0|194|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|199|12|4|36|-1|0|165|no
no|primary|unknown|divorced|unknown|yes|no|may|admin.|179|12|2|56|-1|0|306|no
no|secondary|unknown|married|unknown|yes|no|may|retired|434|12|3|59|-1|0|63|no
no|secondary|unknown|single|unknown|yes|no|may|services|122|12|2|30|-1|0|501|no
no|secondary|unknown|married|unknown|yes|no|may|technician|371|12|3|59|-1|0|832|no
no|secondary|unknown|single|unknown|no|no|may|blue-collar|3675|12|2|27|-1|0|101|no
no|tertiary|unknown|single|unknown|yes|no|may|entrepreneur|11|12|4|29|-1|0|214|no
no|secondary|unknown|married|unknown|yes|yes|may|services|194|12|6|48|-1|0|290|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|23|12|2|44|-1|0|388|no
no|tertiary|unknown|single|unknown|yes|no|may|management|1011|12|4|33|-1|0|1495|no
no|primary|unknown|single|unknown|yes|no|may|blue-collar|446|12|1|39|-1|0|183|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|-29|12|1|46|-1|0|322|no
no|secondary|unknown|married|unknown|yes|yes|may|admin.|957|12|3|28|-1|0|646|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|297|12|1|31|-1|0|480|no
no|secondary|unknown|single|unknown|yes|no|may|services|888|12|2|40|-1|0|169|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|115|12|1|37|-1|0|74|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|177|12|3|29|-1|0|146|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|-28|12|1|29|-1|0|393|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|951|12|2|24|-1|0|744|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|5|12|2|32|-1|0|593|no
no|secondary|unknown|single|unknown|yes|yes|may|admin.|586|12|1|26|-1|0|215|no
yes|unknown|unknown|married|unknown|yes|no|may|entrepreneur|-1445|12|2|47|-1|0|379|no
yes|secondary|unknown|single|unknown|yes|no|may|blue-collar|-23|12|1|26|-1|0|315|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|-284|12|1|28|-1|0|162|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|1166|12|1|58|-1|0|493|no
no|tertiary|unknown|single|unknown|yes|no|may|management|244|12|1|35|-1|0|225|no
no|secondary|unknown|single|unknown|yes|no|may|services|-72|12|1|29|-1|0|208|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|1399|12|4|56|-1|0|80|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|0|12|1|43|-1|0|3|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|431|12|1|45|-1|0|29|no
no|secondary|unknown|single|unknown|yes|yes|may|admin.|130|12|1|31|-1|0|132|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|187|12|2|34|-1|0|379|no
no|primary|unknown|married|unknown|yes|no|may|management|142|12|1|32|-1|0|101|no
no|secondary|unknown|single|unknown|yes|no|may|technician|14|12|1|33|-1|0|188|no
no|secondary|unknown|single|unknown|yes|no|may|technician|-219|12|2|28|-1|0|386|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|275|12|4|43|-1|0|457|no
no|secondary|unknown|single|unknown|yes|no|may|services|5028|12|1|49|-1|0|891|no
no|secondary|unknown|single|unknown|yes|yes|may|services|118|12|1|27|-1|0|53|no
no|secondary|unknown|single|unknown|yes|no|may|services|290|12|1|30|-1|0|446|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|1064|12|1|32|-1|0|326|no
no|secondary|unknown|divorced|unknown|yes|no|may|services|904|12|1|37|-1|0|507|no
no|secondary|unknown|single|unknown|yes|no|may|technician|628|12|2|31|-1|0|1083|no
no|primary|unknown|married|unknown|yes|no|may|retired|13|12|2|56|-1|0|123|no
no|tertiary|unknown|married|unknown|yes|yes|may|technician|450|12|1|26|-1|0|1266|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|-63|12|4|43|-1|0|160|no
no|secondary|unknown|divorced|unknown|yes|no|may|technician|164|12|2|48|-1|0|139|no
no|primary|unknown|single|unknown|yes|no|may|blue-collar|985|12|2|31|-1|0|178|no
no|secondary|unknown|single|unknown|yes|yes|may|services|616|12|3|36|-1|0|156|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|237|12|2|24|-1|0|200|no
no|secondary|unknown|married|unknown|no|yes|may|unemployed|380|12|2|29|-1|0|154|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|290|12|4|23|-1|0|163|no
no|secondary|unknown|divorced|unknown|yes|no|may|entrepreneur|104|12|1|54|-1|0|391|no
no|secondary|unknown|single|unknown|yes|yes|may|blue-collar|117|12|1|24|-1|0|470|no
no|secondary|unknown|single|unknown|yes|no|may|technician|276|12|4|25|-1|0|268|no
no|secondary|unknown|single|unknown|yes|no|may|technician|-475|12|5|36|-1|0|793|no
no|unknown|unknown|single|unknown|yes|no|may|management|838|12|3|40|-1|0|619|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|382|12|1|29|-1|0|460|no
no|primary|unknown|married|unknown|yes|no|may|admin.|624|12|1|29|-1|0|246|no
no|primary|unknown|single|unknown|yes|no|may|blue-collar|396|12|3|48|-1|0|194|no
no|secondary|unknown|single|unknown|no|no|may|admin.|5|12|1|23|-1|0|413|no
no|secondary|unknown|single|unknown|no|no|may|admin.|18|12|6|37|-1|0|574|no
no|primary|unknown|married|unknown|yes|yes|may|blue-collar|-464|12|4|31|-1|0|256|no
no|secondary|unknown|divorced|unknown|yes|no|may|services|330|12|2|29|-1|0|88|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|2087|12|1|56|-1|0|146|no
no|secondary|unknown|single|unknown|yes|no|may|services|-260|12|2|28|-1|0|170|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|236|12|1|44|-1|0|596|no
no|secondary|unknown|married|unknown|yes|yes|may|blue-collar|684|12|1|48|-1|0|139|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|458|12|3|30|-1|0|177|no
no|primary|unknown|married|unknown|yes|no|may|unemployed|324|12|1|32|-1|0|577|no
no|primary|unknown|married|unknown|yes|yes|may|blue-collar|1052|12|1|41|-1|0|335|no
no|secondary|unknown|divorced|unknown|no|no|may|management|37|12|2|30|-1|0|262|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|454|12|1|37|-1|0|115|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|573|12|2|30|-1|0|116|no
no|secondary|unknown|single|unknown|yes|no|may|technician|34|12|4|28|-1|0|136|no
no|secondary|unknown|single|unknown|no|yes|may|technician|341|12|3|33|-1|0|289|no
no|unknown|unknown|married|unknown|no|no|may|blue-collar|31|12|2|41|-1|0|529|no
no|secondary|unknown|married|unknown|yes|no|may|management|-189|12|2|42|-1|0|247|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|424|12|2|50|-1|0|72|no
no|tertiary|unknown|single|unknown|yes|no|may|student|250|12|2|23|-1|0|166|no
no|secondary|unknown|married|unknown|yes|no|may|services|3165|12|2|38|-1|0|152|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|387|12|3|31|-1|0|220|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|855|12|3|35|-1|0|241|no
no|secondary|unknown|divorced|unknown|yes|no|may|admin.|944|12|3|52|-1|0|198|no
no|secondary|unknown|married|unknown|no|no|may|blue-collar|134|12|2|36|-1|0|98|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|2845|12|2|28|-1|0|182|no
no|tertiary|unknown|single|unknown|yes|no|may|management|2420|12|2|27|-1|0|391|no
no|tertiary|unknown|single|unknown|yes|no|may|student|1535|12|2|24|-1|0|126|no
no|tertiary|unknown|single|unknown|no|no|may|management|0|12|2|45|-1|0|55|no
no|secondary|unknown|married|unknown|yes|no|may|technician|504|12|1|39|-1|0|495|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|-329|12|4|38|-1|0|86|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|94|12|2|24|-1|0|166|no
no|tertiary|unknown|divorced|unknown|yes|no|may|management|538|12|4|35|-1|0|66|no
yes|secondary|unknown|divorced|unknown|yes|no|may|admin.|-18|12|3|32|-1|0|155|no
no|primary|unknown|divorced|unknown|yes|no|may|housemaid|26|12|3|48|-1|0|311|no
no|primary|unknown|married|unknown|yes|no|may|entrepreneur|177|12|5|36|-1|0|63|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|633|12|10|46|-1|0|236|no
no|secondary|unknown|single|unknown|yes|no|may|technician|205|12|3|28|-1|0|92|no
no|secondary|unknown|married|unknown|yes|yes|may|admin.|1114|12|2|50|-1|0|298|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|78|12|2|44|-1|0|253|no
no|tertiary|unknown|married|unknown|yes|no|may|management|762|12|2|38|-1|0|163|no
no|primary|unknown|married|unknown|yes|no|may|self-employed|1862|12|1|33|-1|0|65|no
no|tertiary|unknown|single|unknown|no|no|may|management|73|12|1|57|-1|0|41|no
no|secondary|unknown|married|unknown|yes|yes|may|technician|2576|12|11|40|-1|0|10|no
no|primary|unknown|married|unknown|yes|no|may|management|470|12|1|42|-1|0|221|no
no|secondary|unknown|married|unknown|yes|yes|may|services|206|12|1|32|-1|0|370|no
no|primary|unknown|married|unknown|yes|yes|may|blue-collar|0|12|5|55|-1|0|467|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|-76|12|3|25|-1|0|241|no
no|tertiary|unknown|divorced|unknown|yes|no|may|management|1750|12|2|42|-1|0|248|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|1104|12|2|23|-1|0|120|no
no|secondary|unknown|married|unknown|yes|yes|may|blue-collar|286|12|2|31|-1|0|260|no
no|unknown|unknown|single|unknown|yes|no|may|student|137|12|3|21|-1|0|198|no
no|secondary|unknown|married|unknown|yes|yes|may|admin.|247|12|5|34|-1|0|1727|no
no|tertiary|unknown|married|unknown|no|no|may|entrepreneur|-43|12|8|46|-1|0|138|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|309|12|4|55|-1|0|115|no
no|secondary|unknown|single|unknown|yes|no|may|entrepreneur|339|12|2|33|-1|0|212|no
no|secondary|unknown|divorced|unknown|yes|no|may|self-employed|218|12|7|47|-1|0|58|no
no|tertiary|unknown|single|unknown|yes|no|may|management|4128|12|6|33|-1|0|456|no
no|tertiary|unknown|single|unknown|yes|yes|may|management|867|12|4|40|-1|0|145|no
no|tertiary|unknown|single|unknown|yes|no|may|management|1345|12|3|32|-1|0|289|no
no|secondary|unknown|divorced|unknown|no|no|may|technician|40|12|3|48|-1|0|300|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|1466|12|2|32|-1|0|264|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|96|12|2|26|-1|0|181|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|332|12|4|38|-1|0|184|no
no|secondary|unknown|married|unknown|yes|no|may|services|1474|12|3|46|-1|0|148|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|783|12|4|49|-1|0|166|no
no|tertiary|unknown|single|unknown|no|no|may|management|239|12|5|33|-1|0|65|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|27|12|5|45|-1|0|299|no
no|tertiary|unknown|married|unknown|yes|no|may|management|-24|12|4|32|-1|0|93|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|23|12|5|39|-1|0|22|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|6386|12|8|53|-1|0|170|no
yes|secondary|unknown|single|unknown|yes|no|may|unemployed|-353|12|3|28|-1|0|89|no
no|secondary|unknown|married|unknown|yes|no|may|admin.|-474|12|2|31|-1|0|215|no
no|tertiary|unknown|single|unknown|yes|no|may|entrepreneur|714|12|4|34|-1|0|166|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|570|12|3|40|-1|0|109|no
no|secondary|unknown|single|unknown|no|no|may|blue-collar|16|12|3|29|-1|0|197|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|1504|12|3|34|-1|0|395|no
no|tertiary|unknown|married|unknown|yes|no|may|management|551|12|4|38|-1|0|1875|no
no|secondary|unknown|married|unknown|yes|no|may|services|-759|12|2|31|-1|0|220|no
no|secondary|unknown|divorced|unknown|yes|no|may|technician|1097|12|2|32|-1|0|298|no
no|secondary|unknown|married|unknown|yes|no|may|services|520|12|7|31|-1|0|123|no
no|unknown|unknown|single|unknown|no|no|may|blue-collar|0|12|7|53|-1|0|140|no
no|unknown|unknown|single|unknown|yes|no|may|blue-collar|573|12|7|38|-1|0|334|no
yes|primary|unknown|married|unknown|yes|no|may|blue-collar|0|12|3|57|-1|0|73|no
no|tertiary|unknown|married|unknown|yes|no|may|entrepreneur|146|12|6|58|-1|0|186|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|-37|12|3|50|-1|0|78|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|90|12|5|36|-1|0|13|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|0|12|9|46|-1|0|51|no
no|secondary|unknown|single|unknown|yes|no|may|admin.|1242|12|3|39|-1|0|303|no
no|secondary|unknown|single|unknown|yes|yes|may|admin.|98|12|3|31|-1|0|159|no
no|tertiary|unknown|single|unknown|yes|no|may|management|295|12|8|44|-1|0|103|no
no|secondary|unknown|married|unknown|no|yes|may|admin.|465|12|3|53|-1|0|95|no
no|tertiary|unknown|married|unknown|yes|no|may|technician|1473|12|3|35|-1|0|84|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|3122|12|3|40|-1|0|344|no
no|secondary|unknown|single|unknown|yes|no|may|technician|317|12|6|30|-1|0|246|no
no|secondary|unknown|divorced|unknown|yes|no|may|blue-collar|176|12|5|33|-1|0|157|no
no|secondary|unknown|married|unknown|yes|no|may|blue-collar|661|12|4|39|-1|0|162|no
no|secondary|unknown|single|unknown|yes|yes|may|admin.|1|12|12|25|-1|0|24|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|-12|12|5|35|-1|0|212|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|1401|12|2|43|-1|0|195|no
no|tertiary|unknown|married|unknown|yes|no|may|entrepreneur|171|12|4|41|-1|0|143|no
no|primary|unknown|married|unknown|yes|no|may|blue-collar|431|12|2|55|-1|0|68|no
no|secondary|unknown|divorced|unknown|yes|no|may|technician|265|12|6|49|-1|0|274|no
no|tertiary|unknown|married|unknown|yes|yes|may|self-employed|227|12|3|30|-1|0|227|no
no|secondary|unknown|single|unknown|yes|no|may|blue-collar|336|12|5|37|-1|0|152|no
